input_text,target_text,conversation_id,windex,split,corpus
"dialog acts:
mn015: throwing somebody up the stairs? (1444)
mn015: have you never read the peter's principle? (1445)
me045: nope. (1446)",Statement,Bed006,1446,train,mrda
"dialog acts:
mn015: have you never read the peter's principle? (1445)
me045: nope. (1446)
mn015: anyone here? (1447)",Open-ended Question,Bed006,1447,train,mrda
"dialog acts:
me045: nope. (1446)
mn015: anyone here? (1447)
mn036: oh uh (1448)",Floor Grabber,Bed006,1448,train,mrda
"dialog acts:
mn015: anyone here? (1447)
mn036: oh uh (1448)
me012: people reach their level of uh their level of at which they're incompetent or whatever. (1449)",Statement,Bed006,1449,train,mrda
"dialog acts:
mn036: oh uh (1448)
me012: people reach their level of uh their level of at which they're incompetent or whatever. (1449)
mn036: yeah. (1450)",Continuer,Bed006,1450,train,mrda
"dialog acts:
me012: people reach their level of uh their level of at which they're incompetent or whatever. (1449)
mn036: yeah. (1450)
mn015: maximum incompetence. (1451)",Statement,Bed006,1451,train,mrda
"dialog acts:
mn036: yeah. (1450)
mn015: maximum incompetence. (1451)
mn015: and then you can throw them up the stairs. (1452)",Statement,Bed006,1452,train,mrda
"dialog acts:
mn015: maximum incompetence. (1451)
mn015: and then you can throw them up the stairs. (1452)
mn036: yeah. (1453)",Statement,Bed006,1453,train,mrda
"dialog acts:
mn015: and then you can throw them up the stairs. (1452)
mn036: yeah. (1453)
me045: all right. (1454)",Statement,Bed006,1454,train,mrda
"dialog acts:
mn036: yeah. (1453)
me045: all right. (1454)
mn036: right right. (1455)",Continuer,Bed006,1455,train,mrda
"dialog acts:
me045: all right. (1454)
mn036: right right. (1455)
fe004: oh! (1456)",Statement,Bed006,1456,train,mrda
"dialog acts:
mn036: right right. (1455)
fe004: oh! (1456)
mn015: um yeah. (1457)",Floor Holder,Bed006,1457,train,mrda
"dialog acts:
fe004: oh! (1456)
mn015: um yeah. (1457)
mn036: promote them. (1458)",Statement,Bed006,1458,train,mrda
"dialog acts:
mn015: um yeah. (1457)
mn036: promote them. (1458)
mn036: yeah. (1459)",Continuer,Bed006,1459,train,mrda
"dialog acts:
mn036: promote them. (1458)
mn036: yeah. (1459)
mn015: okay so we can promote enter view all all up a bit. (1460)",Floor Grabber,Bed006,1460,train,mrda
"dialog acts:
mn036: yeah. (1459)
mn015: okay so we can promote enter view all all up a bit. (1460)
mn015: and and get rid of the uh blah blah x blah uh asterisk sub action item altogether. (1461)",Statement,Bed006,1461,train,mrda
"dialog acts:
mn015: okay so we can promote enter view all all up a bit. (1460)
mn015: and and get rid of the uh blah blah x blah uh asterisk sub action item altogether. (1461)
me045: okay. (1462)",Statement,Bed006,1462,train,mrda
"dialog acts:
mn015: and and get rid of the uh blah blah x blah uh asterisk sub action item altogether. (1461)
me045: okay. (1462)
mn015: no no problem with that. (1463)",Statement,Bed006,1463,train,mrda
"dialog acts:
me045: okay. (1462)
mn015: no no problem with that. (1463)
mn015: and we we we will play around with all of them. (1464)",Statement,Bed006,1464,train,mrda
"dialog acts:
mn015: no no problem with that. (1463)
mn015: and we we we will play around with all of them. (1464)
mn015: but the principal distinction between having the the pure schema and their instantiations on the one hand and adding some whatever more intention oriented specification um on parallel to that that this approach seems to be uh workable to me. (1465)",Statement,Bed006,1465,train,mrda
"dialog acts:
mn015: and we we we will play around with all of them. (1464)
mn015: but the principal distinction between having the the pure schema and their instantiations on the one hand and adding some whatever more intention oriented specification um on parallel to that that this approach seems to be uh workable to me. (1465)
mn015: i don't know. (1466)",Statement,Bed006,1466,train,mrda
"dialog acts:
mn015: but the principal distinction between having the the pure schema and their instantiations on the one hand and adding some whatever more intention oriented specification um on parallel to that that this approach seems to be uh workable to me. (1465)
mn015: i don't know. (1466)
mn015: if you all share that opinion then that made my day much happier. (1467)",Statement,Bed006,1467,train,mrda
"dialog acts:
mn015: i don't know. (1466)
mn015: if you all share that opinion then that made my day much happier. (1467)
fe004: uh yeah wait (1468)",Statement,Bed006,1468,train,mrda
"dialog acts:
mn015: if you all share that opinion then that made my day much happier. (1467)
fe004: uh yeah wait (1468)
me003: this is a simple way to basically link uh roles to actions. (1469)",Statement,Bed006,1469,train,mrda
"dialog acts:
fe004: uh yeah wait (1468)
me003: this is a simple way to basically link uh roles to actions. (1469)
fe004: yeah yeah that's fine. (1470)",Statement,Bed006,1470,train,mrda
"dialog acts:
me003: this is a simple way to basically link uh roles to actions. (1469)
fe004: yeah yeah that's fine. (1470)
me045: sure. (1471)",Statement,Bed006,1471,train,mrda
"dialog acts:
fe004: yeah yeah that's fine. (1470)
me045: sure. (1471)
me003: that's the that was the intent of of it basically. (1472)",Statement,Bed006,1472,train,mrda
"dialog acts:
me045: sure. (1471)
me003: that's the that was the intent of of it basically. (1472)
fe004: uh that's true. (1473)",Statement,Bed006,1473,train,mrda
"dialog acts:
me003: that's the that was the intent of of it basically. (1472)
fe004: uh that's true. (1473)
me045: sure. (1474)",Continuer,Bed006,1474,train,mrda
"dialog acts:
fe004: uh that's true. (1473)
me045: sure. (1474)
fe004: although um roles (1475)",Statement,Bed006,1475,train,mrda
"dialog acts:
me045: sure. (1474)
fe004: although um roles (1475)
mn015: yeah. (1476)",Continuer,Bed006,1476,train,mrda
"dialog acts:
fe004: although um roles (1475)
mn015: yeah. (1476)
me003: so i i i'm i'm not (1477)",Floor Grabber,Bed006,1477,train,mrda
"dialog acts:
mn015: yeah. (1476)
me003: so i i i'm i'm not (1477)
fe004: yeah i i (1478)",Floor Grabber,Bed006,1478,train,mrda
"dialog acts:
me003: so i i i'm i'm not (1477)
fe004: yeah i i (1478)
mn015: i'm i'm never happy when he uses the word roles. (1479)",Statement,Bed006,1479,train,mrda
"dialog acts:
fe004: yeah i i (1478)
mn015: i'm i'm never happy when he uses the word roles. (1479)
fe004: yeah. (1480)",Continuer,Bed006,1480,train,mrda
"dialog acts:
mn015: i'm i'm never happy when he uses the word roles. (1479)
fe004: yeah. (1480)
fe004: i was going to (1481)",Statement,Bed006,1481,train,mrda
"dialog acts:
fe004: yeah. (1480)
fe004: i was going to (1481)
mn015: i'm (1482)",Interrupted/Abandoned/Uninterpretable,Bed006,1482,train,mrda
"dialog acts:
fe004: i was going to (1481)
mn015: i'm (1482)
me003: i i mean r o l l s. (1483)",Statement,Bed006,1483,train,mrda
"dialog acts:
mn015: i'm (1482)
me003: i i mean r o l l s. (1483)
me003: so (1484)",Floor Holder,Bed006,1484,train,mrda
"dialog acts:
me003: i i mean r o l l s. (1483)
me003: so (1484)
fe004: bread rolls? (1485)",Yes-No-question,Bed006,1485,train,mrda
"dialog acts:
me003: so (1484)
fe004: bread rolls? (1485)
me045: oh you meant pastries then? (1486)",Statement,Bed006,1486,train,mrda
"dialog acts:
fe004: bread rolls? (1485)
me045: oh you meant pastries then? (1486)
me003: yeah pastries is what i'm talking about. (1487)",Statement,Bed006,1487,train,mrda
"dialog acts:
me045: oh you meant pastries then? (1486)
me003: yeah pastries is what i'm talking about. (1487)
fe004: pastry (1488)",Statement,Bed006,1488,train,mrda
"dialog acts:
me003: yeah pastries is what i'm talking about. (1487)
fe004: pastry (1488)
fe004: oh oh the bakery example. (1489)",Statement,Bed006,1489,train,mrda
"dialog acts:
fe004: pastry (1488)
fe004: oh oh the bakery example. (1489)
fe046: bakery. (1490)",Statement,Bed006,1490,train,mrda
"dialog acts:
fe004: oh oh the bakery example. (1489)
fe046: bakery. (1490)
me045: this is the bakery example. (1491)",Statement,Bed006,1491,train,mrda
"dialog acts:
fe046: bakery. (1490)
me045: this is the bakery example. (1491)
fe046: bakery. (1492)",Statement,Bed006,1492,train,mrda
"dialog acts:
me045: this is the bakery example. (1491)
fe046: bakery. (1492)
fe004: i see. (1493)",Statement,Bed006,1493,train,mrda
"dialog acts:
fe046: bakery. (1492)
fe004: i see. (1493)
me045: got it all right. (1494)",Statement,Bed006,1494,train,mrda
"dialog acts:
fe004: i see. (1493)
me045: got it all right. (1494)
fe004: right okay. (1495)",Continuer,Bed006,1495,train,mrda
"dialog acts:
me045: got it all right. (1494)
fe004: right okay. (1495)
me045: help! (1496)",Statement,Bed006,1496,train,mrda
"dialog acts:
fe004: right okay. (1495)
me045: help! (1496)
fe004: i guess i'll agree to that then. (1497)",Statement,Bed006,1497,train,mrda
"dialog acts:
me045: help! (1496)
fe004: i guess i'll agree to that then. (1497)
mn015: okay. (1498)",Floor Grabber,Bed006,1498,train,mrda
"dialog acts:
fe004: i guess i'll agree to that then. (1497)
mn015: okay. (1498)
mn015: that's all i have for today. (1499)",Statement,Bed006,1499,train,mrda
"dialog acts:
mn015: okay. (1498)
mn015: that's all i have for today. (1499)
mn015: oh no! (1500)",Statement,Bed006,1500,train,mrda
"dialog acts:
mn015: that's all i have for today. (1499)
mn015: oh no! (1500)
mn015: there's one more issue. (1501)",Statement,Bed006,1501,train,mrda
"dialog acts:
mn015: oh no! (1500)
mn015: there's one more issue. (1501)
mn015: bhaskara brought that one up. (1502)",Statement,Bed006,1502,train,mrda
"dialog acts:
mn015: there's one more issue. (1501)
mn015: bhaskara brought that one up. (1502)
mn015: meeting time rescheduling. (1503)",Statement,Bed006,1503,train,mrda
"dialog acts:
mn015: bhaskara brought that one up. (1502)
mn015: meeting time rescheduling. (1503)
fe004: i didn't you say something about friday? (1504)",Yes-No-question,Bed006,1504,train,mrda
"dialog acts:
mn015: meeting time rescheduling. (1503)
fe004: i didn't you say something about friday? (1504)
fe004: or (1505)",Or-Clause,Bed006,1505,train,mrda
"dialog acts:
fe004: i didn't you say something about friday? (1504)
fe004: or (1505)
mn015: yeah. (1506)",Statement,Bed006,1506,train,mrda
"dialog acts:
fe004: or (1505)
mn015: yeah. (1506)
fe004: huh. (1507)",Continuer,Bed006,1507,train,mrda
"dialog acts:
mn015: yeah. (1506)
fe004: huh. (1507)
mn015: so it looks like (1508)",Statement,Bed006,1508,train,mrda
"dialog acts:
fe004: huh. (1507)
mn015: so it looks like (1508)
mn015: you have not been partaking (1509)",Statement,Bed006,1509,train,mrda
"dialog acts:
mn015: so it looks like (1508)
mn015: you have not been partaking (1509)
mn015: the monday at three o'clock time has turned out to be not good anymore. (1510)",Statement,Bed006,1510,train,mrda
"dialog acts:
mn015: you have not been partaking (1509)
mn015: the monday at three o'clock time has turned out to be not good anymore. (1510)
mn015: so people have been thinking about an alternative time. (1511)",Statement,Bed006,1511,train,mrda
"dialog acts:
mn015: the monday at three o'clock time has turned out to be not good anymore. (1510)
mn015: so people have been thinking about an alternative time. (1511)
mn015: and the one we came up with is friday two thirty. (1512)",Statement,Bed006,1512,train,mrda
"dialog acts:
mn015: so people have been thinking about an alternative time. (1511)
mn015: and the one we came up with is friday two thirty. (1512)
mn015: three? (1513)",Yes-No-question,Bed006,1513,train,mrda
"dialog acts:
mn015: and the one we came up with is friday two thirty. (1512)
mn015: three? (1513)
mn015: what was it? (1514)",Wh-Question,Bed006,1514,train,mrda
"dialog acts:
mn015: three? (1513)
mn015: what was it? (1514)
me003: you have class until two. (1515)",Statement,Bed006,1515,train,mrda
"dialog acts:
mn015: what was it? (1514)
me003: you have class until two. (1515)
me003: right? (1516)",Yes-No-question,Bed006,1516,train,mrda
"dialog acts:
me003: you have class until two. (1515)
me003: right? (1516)
me003: so if we don't want him if we don't want him to run over here. (1517)",Statement,Bed006,1517,train,mrda
"dialog acts:
me003: right? (1516)
me003: so if we don't want him if we don't want him to run over here. (1517)
me012: uhhuh. (1518)",Continuer,Bed006,1518,train,mrda
"dialog acts:
me003: so if we don't want him if we don't want him to run over here. (1517)
me012: uhhuh. (1518)
mn015: two two-thirty-ish or three or friday at three or something around that time. (1519)",Statement,Bed006,1519,train,mrda
"dialog acts:
me012: uhhuh. (1518)
mn015: two two-thirty-ish or three or friday at three or something around that time. (1519)
fe004: so do i. (1520)",Statement,Bed006,1520,train,mrda
"dialog acts:
mn015: two two-thirty-ish or three or friday at three or something around that time. (1519)
fe004: so do i. (1520)
fe004: yeah. (1521)",Continuer,Bed006,1521,train,mrda
"dialog acts:
fe004: so do i. (1520)
fe004: yeah. (1521)
me045: uhhuh. (1522)",Continuer,Bed006,1522,train,mrda
"dialog acts:
fe004: yeah. (1521)
me045: uhhuh. (1522)
me003: two thirtyish or three is (1523)",Statement,Bed006,1523,train,mrda
"dialog acts:
me045: uhhuh. (1522)
me003: two thirtyish or three is (1523)
me012: yeah. (1524)",Statement,Bed006,1524,train,mrda
"dialog acts:
me003: two thirtyish or three is (1523)
me012: yeah. (1524)
me012: yeah. (1525)",Continuer,Bed006,1525,train,mrda
"dialog acts:
me012: yeah. (1524)
me012: yeah. (1525)
mn015: um how how are your (1526)",Floor Grabber,Bed006,1526,train,mrda
"dialog acts:
me012: yeah. (1525)
mn015: um how how are your (1526)
fe004: that would be good. (1527)",Statement,Bed006,1527,train,mrda
"dialog acts:
mn015: um how how are your (1526)
fe004: that would be good. (1527)
mn036: uh friday (1528)",Hold Before Answer/Agreement,Bed006,1528,train,mrda
"dialog acts:
fe004: that would be good. (1527)
mn036: uh friday (1528)
mn036: uh yeah that's fine. (1529)",Floor Holder,Bed006,1529,train,mrda
"dialog acts:
mn036: uh friday (1528)
mn036: uh yeah that's fine. (1529)
me045: uh (1530)",Interrupted/Abandoned/Uninterpretable,Bed006,1530,train,mrda
"dialog acts:
mn036: uh yeah that's fine. (1529)
me045: uh (1530)
mn015: and i know that you have until three you're busy. (1531)",Statement,Bed006,1531,train,mrda
"dialog acts:
me045: uh (1530)
mn015: and i know that you have until three you're busy. (1531)
fe046: yeah. (1532)",Statement,Bed006,1532,train,mrda
"dialog acts:
mn015: and i know that you have until three you're busy. (1531)
fe046: yeah. (1532)
fe004: so three is sounds good. (1533)",Statement,Bed006,1533,train,mrda
"dialog acts:
fe046: yeah. (1532)
fe004: so three is sounds good. (1533)
mn036: yeah. (1534)",Continuer,Bed006,1534,train,mrda
"dialog acts:
fe004: so three is sounds good. (1533)
mn036: yeah. (1534)
me045: yeah. (1535)",Continuer,Bed006,1535,train,mrda
"dialog acts:
mn036: yeah. (1534)
me045: yeah. (1535)
fe004: i'll be free by then. (1536)",Statement,Bed006,1536,train,mrda
"dialog acts:
me045: yeah. (1535)
fe004: i'll be free by then. (1536)
me045: i could do that. (1537)",Statement,Bed006,1537,train,mrda
"dialog acts:
fe004: i'll be free by then. (1536)
me045: i could do that. (1537)
me045: yeah i mean earlier on friday is better but three you know i mean if it were a three or a three thirty time then i would take the three or whatever. (1538)",Statement,Bed006,1538,train,mrda
"dialog acts:
me045: i could do that. (1537)
me045: yeah i mean earlier on friday is better but three you know i mean if it were a three or a three thirty time then i would take the three or whatever. (1538)
mn015: uhhuh. (1539)",Continuer,Bed006,1539,train,mrda
"dialog acts:
me045: yeah i mean earlier on friday is better but three you know i mean if it were a three or a three thirty time then i would take the three or whatever. (1538)
mn015: uhhuh. (1539)
me045: but yeah sure three is fine. (1540)",Statement,Bed006,1540,train,mrda
"dialog acts:
mn015: uhhuh. (1539)
me045: but yeah sure three is fine. (1540)
mn015: yeah. (1541)",Statement,Bed006,1541,train,mrda
"dialog acts:
me045: but yeah sure three is fine. (1540)
mn015: yeah. (1541)
mn015: and you can always make it shortly after three probably. (1542)",Statement,Bed006,1542,train,mrda
"dialog acts:
mn015: yeah. (1541)
mn015: and you can always make it shortly after three probably. (1542)
me045: i mean (1543)",Interrupted/Abandoned/Uninterpretable,Bed006,1543,train,mrda
"dialog acts:
mn015: and you can always make it shortly after three probably. (1542)
me045: i mean (1543)
fe046: yeah and i don't need to be here particularly deeply. (1544)",Statement,Bed006,1544,train,mrda
"dialog acts:
me045: i mean (1543)
fe046: yeah and i don't need to be here particularly deeply. (1544)
mn015: often. (1545)",Statement,Bed006,1545,train,mrda
"dialog acts:
fe046: yeah and i don't need to be here particularly deeply. (1544)
mn015: often. (1545)
mn015: no but uh (1546)",Interrupted/Abandoned/Uninterpretable,Bed006,1546,train,mrda
"dialog acts:
mn015: often. (1545)
mn015: no but uh (1546)
fe046: yeah. (1547)",Continuer,Bed006,1547,train,mrda
"dialog acts:
mn015: no but uh (1546)
fe046: yeah. (1547)
mn015: whenever. (1548)",Statement,Bed006,1548,train,mrda
"dialog acts:
fe046: yeah. (1547)
mn015: whenever. (1548)
fe046: but yeah. (1549)",Continuer,Bed006,1549,train,mrda
"dialog acts:
mn015: whenever. (1548)
fe046: but yeah. (1549)
mn015: you are more than welcome if you think that this kind of discussion gets you anywhere in in your life then uh you're free to (1550)",Statement,Bed006,1550,train,mrda
"dialog acts:
fe046: but yeah. (1549)
mn015: you are more than welcome if you think that this kind of discussion gets you anywhere in in your life then uh you're free to (1550)
fe046: it's fascinating. (1551)",Statement,Bed006,1551,train,mrda
"dialog acts:
mn015: you are more than welcome if you think that this kind of discussion gets you anywhere in in your life then uh you're free to (1550)
fe046: it's fascinating. (1551)
fe004: that's the right answer. (1552)",Statement,Bed006,1552,train,mrda
"dialog acts:
fe046: it's fascinating. (1551)
fe004: that's the right answer. (1552)
fe046: i'm just glad that i don't have to work it out. (1553)",Statement,Bed006,1553,train,mrda
"dialog acts:
fe004: that's the right answer. (1552)
fe046: i'm just glad that i don't have to work it out. (1553)
fe046: because (1554)",Statement,Bed006,1554,train,mrda
"dialog acts:
fe046: i'm just glad that i don't have to work it out. (1553)
fe046: because (1554)
me045: yeah. (1555)",Continuer,Bed006,1555,train,mrda
"dialog acts:
fe046: because (1554)
me045: yeah. (1555)
mn015: huh? (1556)",Wh-Question,Bed006,1556,train,mrda
"dialog acts:
me045: yeah. (1555)
mn015: huh? (1556)
fe046: i'm just glad that don't have to work it out myself. (1557)",Statement,Bed006,1557,train,mrda
"dialog acts:
mn015: huh? (1556)
fe046: i'm just glad that don't have to work it out myself. (1557)
fe046: that i'm not involved at all in the working out of it. (1558)",Statement,Bed006,1558,train,mrda
"dialog acts:
fe046: i'm just glad that don't have to work it out myself. (1557)
fe046: that i'm not involved at all in the working out of it. (1558)
fe046: because (1559)",Statement,Bed006,1559,train,mrda
"dialog acts:
fe046: that i'm not involved at all in the working out of it. (1558)
fe046: because (1559)
me045: yeah. (1560)",Continuer,Bed006,1560,train,mrda
"dialog acts:
fe046: because (1559)
me045: yeah. (1560)
mn015: uh but you're a linguist. (1561)",Statement,Bed006,1561,train,mrda
"dialog acts:
me045: yeah. (1560)
mn015: uh but you're a linguist. (1561)
mn015: you should (1562)",Statement,Bed006,1562,train,mrda
"dialog acts:
mn015: uh but you're a linguist. (1561)
mn015: you should (1562)
fe046: oh yeah that's why i'm glad that i'm not involved in working it out. (1563)",Statement,Bed006,1563,train,mrda
"dialog acts:
mn015: you should (1562)
fe046: oh yeah that's why i'm glad that i'm not involved in working it out. (1563)
mn015: okay. (1564)",Statement,Bed006,1564,train,mrda
"dialog acts:
fe046: oh yeah that's why i'm glad that i'm not involved in working it out. (1563)
mn015: okay. (1564)
mn036: so it's at friday at three? (1565)",Yes-No-question,Bed006,1565,train,mrda
"dialog acts:
mn015: okay. (1564)
mn036: so it's at friday at three? (1565)
mn036: there that's (1566)",Interrupted/Abandoned/Uninterpretable,Bed006,1566,train,mrda
"dialog acts:
mn036: so it's at friday at three? (1565)
mn036: there that's (1566)
mn015: and um (1567)",Floor Holder,Bed006,1567,train,mrda
"dialog acts:
mn036: there that's (1566)
mn015: and um (1567)
me045: so already again this week. (1568)",Statement,Bed006,1568,train,mrda
"dialog acts:
mn015: and um (1567)
me045: so already again this week. (1568)
me045: huh? (1569)",Yes-No-question,Bed006,1569,train,mrda
"dialog acts:
me045: so already again this week. (1568)
me045: huh? (1569)
mn015: how diligent do we feel? (1570)",Wh-Question,Bed006,1570,train,mrda
"dialog acts:
me045: huh? (1569)
mn015: how diligent do we feel? (1570)
mn015: yeah. (1571)",Continuer,Bed006,1571,train,mrda
"dialog acts:
mn015: how diligent do we feel? (1570)
mn015: yeah. (1571)
mn015: do feel that we have done our chores for this week? (1572)",Yes-No-question,Bed006,1572,train,mrda
"dialog acts:
mn015: yeah. (1571)
mn015: do feel that we have done our chores for this week? (1572)
mn015: or (1573)",Or-Clause,Bed006,1573,train,mrda
"dialog acts:
mn015: do feel that we have done our chores for this week? (1572)
mn015: or (1573)
me012: yeah. (1574)",Continuer,Bed006,1574,train,mrda
"dialog acts:
mn015: or (1573)
me012: yeah. (1574)
me012: so i mean clearly there's i can talk about the um the parser changes on friday at least. (1575)",Statement,Bed006,1575,train,mrda
"dialog acts:
me012: yeah. (1574)
me012: so i mean clearly there's i can talk about the um the parser changes on friday at least. (1575)
mn015: okay bhaskara will do the big show on friday. (1576)",Statement,Bed006,1576,train,mrda
"dialog acts:
me012: so i mean clearly there's i can talk about the um the parser changes on friday at least. (1575)
mn015: okay bhaskara will do the big show on friday. (1576)
me012: so (1577)",Floor Holder,Bed006,1577,train,mrda
"dialog acts:
mn015: okay bhaskara will do the big show on friday. (1576)
me012: so (1577)
fe004: and you guys will argue some more? (1578)",Yes-No-question,Bed006,1578,train,mrda
"dialog acts:
me012: so (1577)
fe004: and you guys will argue some more? (1578)
me045: yeah between now and then. (1579)",Statement,Bed006,1579,train,mrda
"dialog acts:
fe004: and you guys will argue some more? (1578)
me045: yeah between now and then. (1579)
me003: and between now and then yeah. (1580)",Statement,Bed006,1580,train,mrda
"dialog acts:
me045: yeah between now and then. (1579)
me003: and between now and then yeah. (1580)
fe004: and have some (1581)",Interrupted/Abandoned/Uninterpretable,Bed006,1581,train,mrda
"dialog acts:
me003: and between now and then yeah. (1580)
fe004: and have some (1581)
fe004: probably. (1582)",Statement,Bed006,1582,train,mrda
"dialog acts:
fe004: and have some (1581)
fe004: probably. (1582)
me045: promise? (1583)",Yes-No-question,Bed006,1583,train,mrda
"dialog acts:
fe004: probably. (1582)
me045: promise? (1583)
mn015: we will (1584)",Statement,Bed006,1584,train,mrda
"dialog acts:
me045: promise? (1583)
mn015: we will (1584)
mn036: yeah. (1585)",Continuer,Bed006,1585,train,mrda
"dialog acts:
mn015: we will (1584)
mn036: yeah. (1585)
me003: we will. (1586)",Statement,Bed006,1586,train,mrda
"dialog acts:
mn036: yeah. (1585)
me003: we will. (1586)
me003: don't worry. (1587)",Statement,Bed006,1587,train,mrda
"dialog acts:
me003: we will. (1586)
me003: don't worry. (1587)
fe004: yeah. (1588)",Continuer,Bed006,1588,train,mrda
"dialog acts:
me003: don't worry. (1587)
fe004: yeah. (1588)
fe004: and we'll get the summary. (1589)",Statement,Bed006,1589,train,mrda
"dialog acts:
fe004: yeah. (1588)
fe004: and we'll get the summary. (1589)
mn036: yeah. (1590)",Continuer,Bed006,1590,train,mrda
"dialog acts:
fe004: and we'll get the summary. (1589)
mn036: yeah. (1590)
fe004: like this the you know short version. (1591)",Statement,Bed006,1591,train,mrda
"dialog acts:
mn036: yeah. (1590)
fe004: like this the you know short version. (1591)
fe004: like (1592)",Interrupted/Abandoned/Uninterpretable,Bed006,1592,train,mrda
"dialog acts:
fe004: like this the you know short version. (1591)
fe004: like (1592)
mn036: and i would like to second keith's request. (1593)",Statement,Bed006,1593,train,mrda
"dialog acts:
fe004: like (1592)
mn036: and i would like to second keith's request. (1593)
mn036: an example would be nice. (1594)",Statement,Bed006,1594,train,mrda
"dialog acts:
mn036: and i would like to second keith's request. (1593)
mn036: an example would be nice. (1594)
mn015: yes. (1595)",Statement,Bed006,1595,train,mrda
"dialog acts:
mn036: an example would be nice. (1594)
mn015: yes. (1595)
me045: yeah. (1596)",Statement,Bed006,1596,train,mrda
"dialog acts:
mn015: yes. (1595)
me045: yeah. (1596)
mn036: to have kind of a detailed example. (1597)",Statement,Bed006,1597,train,mrda
"dialog acts:
me045: yeah. (1596)
mn036: to have kind of a detailed example. (1597)
mn015: yes i've i've i've i guess i'm on record for promising that now. (1598)",Statement,Bed006,1598,train,mrda
"dialog acts:
mn036: to have kind of a detailed example. (1597)
mn015: yes i've i've i've i guess i'm on record for promising that now. (1598)
mn036: okay. (1599)",Continuer,Bed006,1599,train,mrda
"dialog acts:
mn015: yes i've i've i've i guess i'm on record for promising that now. (1598)
mn036: okay. (1599)
mn015: so um (1600)",Floor Holder,Bed006,1600,train,mrda
"dialog acts:
mn036: okay. (1599)
mn015: so um (1600)
fe004: like have it we'll have it in writing. (1601)",Statement,Bed006,1601,train,mrda
"dialog acts:
mn015: so um (1600)
fe004: like have it we'll have it in writing. (1601)
fe004: so (1602)",Floor Holder,Bed006,1602,train,mrda
"dialog acts:
fe004: like have it we'll have it in writing. (1601)
fe004: so (1602)
fe004: or better speech. (1603)",Statement,Bed006,1603,train,mrda
"dialog acts:
fe004: so (1602)
fe004: or better speech. (1603)
fe004: so (1604)",Floor Holder,Bed006,1604,train,mrda
"dialog acts:
fe004: or better speech. (1603)
fe004: so (1604)
mn015: this is it. (1605)",Statement,Bed006,1605,train,mrda
"dialog acts:
fe004: so (1604)
mn015: this is it. (1605)
mn015: and um (1606)",Floor Holder,Bed006,1606,train,mrda
"dialog acts:
mn015: this is it. (1605)
mn015: and um (1606)
me003: the other good thing about it is jerry can be on here on friday. (1607)",Statement,Bed006,1607,train,mrda
"dialog acts:
mn015: and um (1606)
me003: the other good thing about it is jerry can be on here on friday. (1607)
me003: and he can weigh in as well. (1608)",Statement,Bed006,1608,train,mrda
"dialog acts:
me003: the other good thing about it is jerry can be on here on friday. (1607)
me003: and he can weigh in as well. (1608)
mn015: yeah. (1609)",Statement,Bed006,1609,train,mrda
"dialog acts:
me003: and he can weigh in as well. (1608)
mn015: yeah. (1609)
mn015: and um if you can get that binding point also maybe with a nice example that would be helpful for johno and me. (1610)",Floor Grabber,Bed006,1610,train,mrda
"dialog acts:
mn015: yeah. (1609)
mn015: and um if you can get that binding point also maybe with a nice example that would be helpful for johno and me. (1610)
fe004: oh yeah. (1611)",Statement,Bed006,1611,train,mrda
"dialog acts:
mn015: and um if you can get that binding point also maybe with a nice example that would be helpful for johno and me. (1610)
fe004: oh yeah. (1611)
fe004: uh (1612)",Interrupted/Abandoned/Uninterpretable,Bed006,1612,train,mrda
"dialog acts:
fe004: oh yeah. (1611)
fe004: uh (1612)
fe004: okay. (1613)",Statement,Bed006,1613,train,mrda
"dialog acts:
fe004: uh (1612)
fe004: okay. (1613)
fe004: let's uh yeah they're (1614)",Statement,Bed006,1614,train,mrda
"dialog acts:
fe004: okay. (1613)
fe004: let's uh yeah they're (1614)
mn015: give us (1615)",Statement,Bed006,1615,train,mrda
"dialog acts:
fe004: let's uh yeah they're (1614)
mn015: give us (1615)
fe046: no problem. (1616)",Statement,Bed006,1616,train,mrda
"dialog acts:
mn015: give us (1615)
fe046: no problem. (1616)
me045: i think you've got one on hand. (1617)",Statement,Bed006,1617,train,mrda
"dialog acts:
fe046: no problem. (1616)
me045: i think you've got one on hand. (1617)
me045: huh? (1618)",Yes-No-question,Bed006,1618,train,mrda
"dialog acts:
me045: i think you've got one on hand. (1617)
me045: huh? (1618)
fe046: yeah. (1619)",Statement,Bed006,1619,train,mrda
"dialog acts:
me045: huh? (1618)
fe046: yeah. (1619)
fe004: i have several in my head. (1620)",Statement,Bed006,1620,train,mrda
"dialog acts:
fe046: yeah. (1619)
fe004: i have several in my head. (1620)
fe004: yeah. (1621)",Continuer,Bed006,1621,train,mrda
"dialog acts:
fe004: i have several in my head. (1620)
fe004: yeah. (1621)
fe004: always thinking about binding. (1622)",Statement,Bed006,1622,train,mrda
"dialog acts:
fe004: yeah. (1621)
fe004: always thinking about binding. (1622)
mn015: well the the the binding is technically no problem. (1623)",Statement,Bed006,1623,train,mrda
"dialog acts:
fe004: always thinking about binding. (1622)
mn015: well the the the binding is technically no problem. (1623)
mn015: but it's it for me it seems to be conceptually important that we find out if we can if if there if there are things in there that are sort of a general nature. (1624)",Statement,Bed006,1624,train,mrda
